id,slug,created_at,updated_at,preview_image,preview_video,parameters,prompt_template,status,is_hot,category,display_order,locale,page_title,page_description,content,credits_required,effect_type,pixverse_template_id,max_images,preview_thumbnail,preview_gif,title
3b1befbe-84af-42da-bac4-dc996c613f6d,liquid-metal,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_metal_250606.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_metal_250606.mov,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",Liquid Metal,online,true,creative-fashion,0,en,Liquid Metal: Terminator-Style Transformation,Experience futuristic liquid metal flowing across faces for stunning transformations. Create sci-fi metallic effects for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Your Liquid Metal Video?"", ""buttonText"": ""Try Liquid Metal Free""}, ""faq"": [{""answer"": ""Veo3 AI's Liquid Metal effect supports JPG, PNG, or WebP images featuring people. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for Liquid Metal?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the Liquid Metal transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the Liquid Metal effect work?""}, {""answer"": ""Yes, Veo3 AI's Liquid Metal effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the Liquid Metal effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Liquid Metal AI Video Effect - Liquid metal face transformation effect"", ""description"": ""Create amazing liquid metal videos with AI. Transform your photos into liquid metal face transformation effect effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal Liquid Metal results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique Liquid Metal variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the Liquid Metal effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the Liquid Metal transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing Liquid Metal video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (variable)"", ""Subject Type"": ""人物"", ""Subject Count"": ""1～2人最佳"", ""Processing Time"": ""~21 seconds""}}, ""is_fixed_duration"": false, ""usage_instructions"": ""主体类型：人物\n主体数量：1～2人最佳"", ""processing_time_360p"": 21}",10,pixverse_template,342180291926592,1,https://r2.veo3ai.io/effects-optimized/liquid-metal_cover.webp?v=1756603081171,https://r2.veo3ai.io/effects-optimized/liquid-metal_preview.gif?v=1756600362677,Liquid Metal
3d1953df-7cd8-4578-beaa-4f4f9d41a1a2,earth-zoom-out,2025-08-25 09:01:49.743409+00,2025-08-30 09:57:41.594772+00,https://images.unsplash.com/photo-1446776653964-20c1d3a81b06?w=400&h=300&fit=crop,https://r2.veo3ai.io/effects/earth-zoom.mp4,{},"You are an epic camera movement expert. Transform user input into a scene that zooms from close-up to Earth view. Camera movement: start from close-up, gradually pull back to space view. Style: epic, documentary, continuous zoom out.",created,true,Camera,2,en,Epic Earth Zoom Out Effect | Veo3 AI,Create stunning zoom-out videos from any photo to Earth view. Perfect for dramatic reveals and epic storytelling.,"{""hero"": {""title"": ""From Detail to Universe"", ""features"": [""Smooth transitions"", ""Satellite view"", ""Cinematic movement""], ""subtitle"": ""Epic zoom-out effect from your photo to space""}, ""howItWorks"": {""steps"": [""Upload starting image"", ""Set zoom parameters"", ""Generate epic video""], ""title"": ""Create Your Epic Zoom""}}",25,hailuo_prompt,,1,,,
3e963b72-271a-42e7-a70e-4569386d2f3f,hi-five-emoji-twin,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_uandemoji_250803_2.jpg,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_uandemoji_250803_2.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",Hi-Five Emoji Twin,online,true,viral,0,en,Hi-Five Emoji Twin: Meet Your Emoji Double Video,Create fun videos where you high-five your emoji version! Generate entertaining emoji twin interactions for free with Veo3 AI.,"{""cta"": {""title"": ""Ready to Create Your Hi-Five Emoji Twin Video?"", ""buttonText"": ""Try Hi-Five Emoji Twin Free""}, ""faq"": [{""answer"": ""Veo3 AI's Hi-Five Emoji Twin effect supports JPG, PNG, or WebP images featuring people or animals. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for Hi-Five Emoji Twin?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the Hi-Five Emoji Twin transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the Hi-Five Emoji Twin effect work?""}, {""answer"": ""Yes, Veo3 AI's Hi-Five Emoji Twin effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the Hi-Five Emoji Twin effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Hi-Five Emoji Twin AI Video Effect - High-five with your emoji twin"", ""description"": ""Create amazing hi-five emoji twin videos with AI. Transform your photos into high-five with your emoji twin effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal Hi-Five Emoji Twin results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique Hi-Five Emoji Twin variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the Hi-Five Emoji Twin effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the Hi-Five Emoji Twin transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing Hi-Five Emoji Twin video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (fixed)"", ""Subject Type"": ""人物或动物"", ""Subject Count"": ""1人最佳"", ""Processing Time"": ""~18 seconds""}}, ""is_fixed_duration"": true, ""usage_instructions"": ""主体类型：人物或动物\n主体数量：1人最佳"", ""processing_time_360p"": 18}",10,pixverse_template,351907687030400,1,https://r2.veo3ai.io/effects-optimized/hi-five-emoji-twin_cover.webp?v=1756603076122,https://r2.veo3ai.io/effects-optimized/hi-five-emoji-twin_preview.gif?v=1756600362677,Hi-Five Emoji Twin
4a1878eb-c324-43c0-bdf7-8599a3d0578e,boom-drop,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_explode_250520.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_explode_250520.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",BOOM DROP,online,true,viral,0,en,BOOM DROP: Epic Explosion Behind You,Walk away from massive explosions like an action hero. Create blockbuster-style explosion effects for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Epic Boom Drop Videos?"", ""buttonText"": ""Generate Boom Drop Effect Free""}, ""faq"": [{""answer"": ""Veo3 AI's BOOM DROP effect supports JPG, PNG, or WebP images featuring people or objects. Clear, high-resolution photos with good lighting ensure the best explosive results."", ""question"": ""What types of photos work for BOOM DROP?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the BOOM DROP explosion transformation to your uploaded photo, generating cinematic, high-quality visuals with dramatic impact."", ""question"": ""How does the BOOM DROP effect work?""}, {""answer"": ""Yes, Veo3 AI's BOOM DROP effect is free to try! Upload your photo and our AI crafts a stunning 5-second explosion video, ready for instant download and sharing."", ""question"": ""Can I try the BOOM DROP effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Boom Drop Effect - Create Epic Video Transitions | Veo3 AI"", ""description"": ""Transform your videos with our explosive boom drop effect. Create dramatic transitions and impactful moments with AI-powered video generation. Try it free!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-contrast images with clear subjects for the most dramatic boom drop effect.""}, {""title"": ""Perfect Timing"", ""description"": ""The boom drop works best when the explosion happens at a key moment in your narrative.""}, {""title"": ""Color Contrast"", ""description"": ""Images with strong color contrast create more visually striking explosion effects.""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Select a high-quality image that will serve as your starting point for the boom drop effect.""}, {""title"": ""Apply Boom Drop"", ""number"": 2, ""description"": ""Our AI will generate a dramatic explosion transition effect, creating an impactful boom drop moment.""}, {""title"": ""Download & Share"", ""number"": 3, ""description"": ""Preview your epic boom drop video and download it in HD quality for your projects.""}]}, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional sound effects"", ""Format"": ""MP4"", ""Duration"": ""3-5 seconds"", ""Frame Rate"": ""30 FPS"", ""Resolution"": ""Up to 1080p""}, ""effectDetails"": {""Category"": ""Transitions"", ""Max Images"": ""1"", ""Effect Type"": ""hailuo_prompt"", ""Processing Time"": ""30-60 seconds"", ""Credits Required"": ""2""}}}",10,pixverse_template,339133943656192,1,https://r2.veo3ai.io/effects-optimized/boom-drop_cover.webp?v=1756603064796,https://r2.veo3ai.io/effects-optimized/boom-drop_preview.gif?v=1756600362677,BOOM DROP
4c37a901-9296-482d-b978-ee9ea7e8fdd9,epic-earth-zoom-out,2025-08-26 06:34:31.081068+00,2025-08-31 01:17:51.054279+00,https://images.unsplash.com/photo-1446776653964-20c1d3a81b06?w=800&auto=format&fit=crop,https://videocdn.pollo.ai/web-cdn/pollo/production/cmdfauqr805vitb2pm8oo46ho/video/1754902457624-94359bc8-2e4e-4999-80e4-50598148216b.mp4,{},"Epic cinematic zoom out from {{USER_PROMPT}} to Earth view from space, smooth camera movement",created,true,cinematic,2,en,Epic Earth Zoom Out Effect,Create a cinematic zoom out effect from any location to space view,,40,hailuo_prompt,,1,https://r2.veo3ai.io/effects-optimized/epic-earth-zoom-out_cover.webp?v=1756603070641,https://r2.veo3ai.io/effects-optimized/epic-earth-zoom-out_preview.gif?v=1756600362677,
550d31b4-a410-48b1-8e6d-da9d02740796,2025-oscar-winner,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_oscar_250226.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_oscar_250226.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",2025 Oscar Winner,online,true,emotional-marketing,0,en,2025 Oscar Winner: Emotional Award Moment,Experience the joy of winning an Oscar with tears of happiness. Create emotional award-winning moments for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Your 2025 Oscar Winner Video?"", ""buttonText"": ""Try 2025 Oscar Winner Free""}, ""faq"": [{""answer"": ""Veo3 AI's 2025 Oscar Winner effect supports JPG, PNG, or WebP images featuring people. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for 2025 Oscar Winner?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the 2025 Oscar Winner transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the 2025 Oscar Winner effect work?""}, {""answer"": ""Yes, Veo3 AI's 2025 Oscar Winner effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the 2025 Oscar Winner effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""2025 Oscar Winner AI Video Effect - Emotional Oscar award winning moment with tears of joy"", ""description"": ""Create amazing 2025 oscar winner videos with AI. Transform your photos into emotional oscar award winning moment with tears of joy effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal 2025 Oscar Winner results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique 2025 Oscar Winner variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the 2025 Oscar Winner effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the 2025 Oscar Winner transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing 2025 Oscar Winner video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (variable)"", ""Subject Type"": ""人物"", ""Subject Count"": ""1人最佳"", ""Processing Time"": ""~12 seconds""}}, ""is_fixed_duration"": false, ""usage_instructions"": ""主体类型：人物\n主体数量：1人最佳"", ""processing_time_360p"": 12}",10,pixverse_template,321956810449792,1,https://r2.veo3ai.io/effects-optimized/2025-oscar-winner_cover.webp?v=1756603061907,https://r2.veo3ai.io/effects-optimized/2025-oscar-winner_preview.gif?v=1756600362677,2025 Oscar Winner
5ae617ee-b965-4e36-b8a3-224b05636f4b,ai-kissing,2025-08-25 09:01:49.743409+00,2025-08-30 09:58:15.97533+00,https://images.unsplash.com/photo-1516589178581-6cd7833ae3b2?w=400&h=300&fit=crop,https://r2.veo3ai.io/effects/ai-kissing.mp4,{},"You are a romantic scene video generation expert. Based on the user input, generate a romantic kissing scene description. Include: scene setting, action details, emotional expression, camera movement. Style: romantic, cinematic, soft lighting.",created,true,Interaction,1,en,Create Romantic AI Kissing Videos | Veo3 AI,Transform your photos into romantic kissing scenes with AI. Create magical moments with cinematic quality.,"{""faq"": [{""a"": ""Usually 2-3 minutes"", ""q"": ""How long does it take?""}, {""a"": ""Clear face photos with good lighting"", ""q"": ""What photos work best?""}, {""a"": ""Yes, the AI can handle couples or groups"", ""q"": ""Can I use multiple people?""}], ""hero"": {""title"": ""Create Magical Kissing Moments"", ""features"": [""Realistic expressions"", ""Cinematic quality"", ""Multiple styles""], ""subtitle"": ""Turn any photo into a romantic scene""}, ""howItWorks"": {""steps"": [""Upload your photo"", ""Add description (optional)"", ""Generate romantic video""], ""title"": ""How It Works""}}",20,hailuo_prompt,,1,,,
64e9cb35-63a9-4614-a052-8a7d40b1ac85,kiss-me-ai,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_ailover_250212.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_ailover_250212.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}","Kiss Me, AI!",online,true,emotional-marketing,0,en,"Kiss Me, AI!: Virtual Romance Video Effect",Get kissed by your AI-generated perfect match. Create romantic virtual relationship videos for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Your Kiss Me, AI! Video?"", ""buttonText"": ""Try Kiss Me, AI! Free""}, ""faq"": [{""answer"": ""Veo3 AI's Kiss Me, AI! effect supports JPG, PNG, or WebP images featuring people. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for Kiss Me, AI!?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the Kiss Me, AI! transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the Kiss Me, AI! effect work?""}, {""answer"": ""Yes, Veo3 AI's Kiss Me, AI! effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the Kiss Me, AI! effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Kiss Me, AI! AI Video Effect - AI-generated romantic kissing scene"", ""description"": ""Create amazing kiss me, ai! videos with AI. Transform your photos into ai-generated romantic kissing scene effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal Kiss Me, AI! results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique Kiss Me, AI! variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the Kiss Me, AI! effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the Kiss Me, AI! transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing Kiss Me, AI! video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (variable)"", ""Subject Type"": ""人物"", ""Subject Count"": ""1人最佳"", ""Processing Time"": ""~16 seconds""}}, ""is_fixed_duration"": false, ""usage_instructions"": ""主体类型：人物\n主体数量：1人最佳"", ""processing_time_360p"": 16}",10,pixverse_template,321958627120000,1,https://r2.veo3ai.io/effects-optimized/kiss-me-ai_cover.webp?v=1756603078946,https://r2.veo3ai.io/effects-optimized/kiss-me-ai_preview.gif?v=1756600362677,"Kiss Me, AI!"
693cc656-f7f3-4d81-b078-cd665c88035c,muscle-surge,2025-08-30 10:21:02.505+00,2025-08-31 10:44:34.862199+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_muscle_0610.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_muscle_0610.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",Muscle Surge,online,true,viral,0,en,Muscle Surge: Instant Muscle Growth Effect,Transform into a muscular powerhouse with instant muscle growth effects. Create impressive body transformation videos for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Your Muscle Surge Video?"", ""buttonText"": ""Try Muscle Surge Free""}, ""faq"": [{""answer"": ""Veo3 AI's Muscle Surge effect supports JPG, PNG, or WebP images featuring people. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for Muscle Surge?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the Muscle Surge transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the Muscle Surge effect work?""}, {""answer"": ""Yes, Veo3 AI's Muscle Surge effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the Muscle Surge effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Muscle Surge AI Video Effect - Transform into muscular bodybuilder physique"", ""description"": ""Create amazing muscle surge videos with AI. Transform your photos into transform into muscular bodybuilder physique effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal Muscle Surge results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique Muscle Surge variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the Muscle Surge effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the Muscle Surge transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing Muscle Surge video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (variable)"", ""Subject Type"": ""人物"", ""Subject Count"": ""1人最佳"", ""Processing Time"": ""~16 seconds""}}, ""is_fixed_duration"": false, ""usage_instructions"": ""主体类型：人物\n主体数量：1人最佳"", ""processing_time_360p"": 16}",10,pixverse_template,308621408717184,1,https://r2.veo3ai.io/effects-optimized/muscle-surge_cover.webp?v=1756603084232,https://r2.veo3ai.io/effects-optimized/muscle-surge_preview.gif?v=1756600362677,Muscle Surge
6c8f2699-ab7b-49eb-a927-876dbe7dedce,thunder-god,2025-08-30 10:21:02.505+00,2025-08-31 08:06:05.824976+00,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_thunder_250527.png,https://media.pixverse.ai/asset%2Ftemplate%2Fweb_thunder_250527.mp4,"{""duration"": 5, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""max_images"": 1}",123,online,true,creative-fashion,0,en,Thunder God: Lightning Eyes Power Effect,Channel the power of thunder with electrifying eyes that spark with lightning. Create godlike power effects for free with Veo3 AI!,"{""cta"": {""title"": ""Ready to Create Your Thunder God Video?"", ""buttonText"": ""Try Thunder God Free""}, ""faq"": [{""answer"": ""Veo3 AI's Thunder God effect supports JPG, PNG, or WebP images featuring people and animals. Clear, high-resolution photos with good lighting ensure the best results."", ""question"": ""What types of photos work for Thunder God?""}, {""answer"": ""Veo3 AI creates a 5-second video by applying the Thunder God transformation to your uploaded photo, generating cinematic, high-quality visuals with seamless AI processing."", ""question"": ""How does the Thunder God effect work?""}, {""answer"": ""Yes, Veo3 AI's Thunder God effect is free to try! Upload your photo and our AI crafts a stunning 5-second video, ready for instant download and sharing."", ""question"": ""Can I try the Thunder God effect for free?""}, {""answer"": ""We support JPG, PNG, and WebP formats. For optimal results, use high-resolution images with clear subjects and good lighting."", ""question"": ""What file formats are supported?""}], ""seo"": {""title"": ""Thunder God AI Video Effect - Thunder god lightning eye powers"", ""description"": ""Create amazing thunder god videos with AI. Transform your photos into thunder god lightning eye powers effects for free with Veo3 AI!""}, ""tips"": [{""title"": ""Best Image Quality"", ""description"": ""Use high-resolution images with good lighting for optimal Thunder God results.""}, {""title"": ""Perfect Subject"", ""description"": ""Make sure your subject is clearly visible and well-positioned in the frame.""}, {""title"": ""Creative Results"", ""description"": ""Experiment with different images to discover unique Thunder God variations!""}], ""howToUse"": {""steps"": [{""title"": ""Upload Your Image"", ""number"": 1, ""description"": ""Choose a high-quality image that will work best with the Thunder God effect.""}, {""title"": ""Apply the Effect"", ""number"": 2, ""description"": ""Our AI will automatically process your image and apply the Thunder God transformation.""}, {""title"": ""Download Your Video"", ""number"": 3, ""description"": ""Preview and download your amazing Thunder God video in high quality.""}]}, ""qualities"": [""360p"", ""540p"", ""720p"", ""1080p""], ""chinese_name"": """", ""is_first_batch"": true, ""technicalSpecs"": {""outputSpecs"": {""Audio"": ""Optional background music"", ""Format"": ""MP4"", ""Frame Rate"": ""30fps"", ""Aspect Ratio"": ""Various ratios supported""}, ""effectDetails"": {""Quality"": ""360p, 540p, 720p, 1080p"", ""Duration"": ""5 seconds (variable)"", ""Subject Type"": ""人物&动物"", ""Subject Count"": ""1~2人最佳"", ""Processing Time"": ""~12 seconds""}}, ""is_fixed_duration"": false, ""usage_instructions"": ""主体类型：人物&动物\n主体数量：1~2人最佳"", ""processing_time_360p"": 12}",10,pixverse_template,340383170699072,1,https://r2.veo3ai.io/effects-optimized/thunder-god_cover.webp?v=1756602656668,https://r2.veo3ai.io/effects-optimized/thunder-god_preview.gif?v=1756600362677,Thunder God
